ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,min_age,max_age,avg_age,price_per_piece
5-12,19.4922,12.0,239.0,4.7,Gear up for the big race!,60148.0,"Get ready to race with the LEGO® City ATV Race Team. This set features two ATVs, a pickup truck, trailer hitch, pickup bed with adjustable ramp and a detachable trailer with adjustable ramp, plus helmets, fuel barrel and a spare tire. Includes two minifigures.
Includes two ATV rider minifigures.
Features a pickup truck, trailer and two ATVs.
Pickup truck features a pickup bed with room for an ATV, trailer hitch and a ramp.
Trailer features space up front for an extra wheel and ramp.
Load up the ATVs on the truck and trailer.
Detach the trailer from the pickup truck and unload the ATVs.
Use the wrench and fuel barrel to prep the ATVs.
Accessory elements include a wrench, fuel barrel and a spare tire.
This set offers an age-appropriate build and play experience for ages 5-12.
Pickup truck measures over 2” (7cm) high, 5” (15cm) long and 2” (6cm) wide.
Trailer measures over 1” (3cm) high, 5” (14cm) long and 2” (6cm) wide.
ATVs each measure over 1” (3cm) high, 1” (5cm) long and 1” (4cm) wide.",2,ATV Race Team,4.8,City,4.6,CA,5.0,12.0,8.5,0.08155732217573222
5-12,19.4922,1.0,127.0,5.0,Break up the rocks and discover the treasure inside!,60185.0,"Grab your hard hat and head out with the LEGO® City Mining Power Splitter to dig for gold! This fun construction toy features a power splitter with functioning jackhammer, raising arm and rotating cab, as well as a rock pile with breakaway elements and space for a golden nugget element. Includes a minifigure and a glow-in-the-dark spider figure.
Includes a miner minifigure and a spider figure.
Features a power splitter vehicle with functioning jackhammer on a raising arm and a rotating cab.
Also includes a rock pile with breakaway elements and space for a golden nugget element and spider.
Spider glows in the dark!
Rotate the cab of the power splitter, raise the jackhammer arm and then push down the jackhammer to break open the rock pile and discover what's inside.
Accessory elements include a pickaxe and a golden nugget element.
This construction toy is suitable for ages 5-12.
Power splitter vehicle measures over 4” (12cm) high, 4” (11cm) long and 2” (6cm) wide.
Rock pile measures over 1” (5cm) high, 1” (5cm) wide and 1” (3cm) deep.",2,Mining Power Splitter,5.0,City,5.0,CA,5.0,12.0,8.5,0.15348188976377952
5-12,19.4922,8.0,144.0,4.4,Catch the crook before he tows the safe away!,60137.0,"Be part of the action with the LEGO® City police as they race after the crook trying to tow away a safe. This set includes a tow truck with winch arm and hook, police off-road bike and a police pursuit bike with radio, plus a safe with a large opening door and smaller compartment inside, money bills, jewel and other accessory elements. Includes three minifigures.
Includes three minifigures: two police officers and a crook.
Features a tow truck, a safe, police off-road bike and a police pursuit bike.
Tow truck features a movable tow arm with hook.
Police pursuit bike features a lollypop stop sign and police radio.
Also includes a safe with large opening door and smaller compartment inside, with space for money bills and a jewel.
Chase the tow truck and safe with the police bikes as the crook tries to escape.
Use the police radio to coordinate and set a trap for the crook.
Stop the tow truck and haul the crook back to jail.
Accessory elements include three money bills, a walkie-talkie, wrench, crowbar, welder’s torch, handcuffs, lollypop stop sign and a jewel.
This set offers an age-appropriate build and play experience for ages 5-12.
Tow truck measures over 2” (6cm) high, 4” (12cm) long and 1” (5cm) wide.
Off-road bike measures over 1” (3cm) high, 2” (7cm) long and 1” (3cm) wide.
Pursuit bike measures over 1” (3cm) high, 2” (7cm) long and 1” (3cm) wide.
Safe measures over 2” (6cm) high, 1” (4cm) wide and 1” (3cm) deep.",2,Tow Truck Trouble,4.3,City,4.0,CA,5.0,12.0,8.5,0.1353625
5-12,19.4922,6.0,190.0,4.2,Transport the mountain snowboarder to the hospital!,60179.0,"Join the LEGO® City rescue team and fly the Ambulance Helicopter! This fun toy features spinning rotors, hatch on the back, landing gear and room for a stretcher inside, plus snowboard and radio elements, and 3 minifigures.
Includes 3 minifigures: a pilot, doctor and a snowboarder.
Features a red and yellow Ambulance Helicopter with spinning rotors, landing gear, hatch on the back and room for a stretcher inside.
Spin the rotor to launch the helicopter.
Open the hatch to fit the stretcher inside the back.
Accessory elements include a snowboard, stretcher and a radio.
This fun toy is suitable for ages 5-12.
Helicopter measures over 3” (10cm) high, 11” (29cm) long and 3” (9cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Ambulance Helicopter,3.8,City,4.7,CA,5.0,12.0,8.5,0.10259052631578948
5-12,19.4922,7.0,174.0,4.3,Load the freshly cut logs with the awesome Forest Tractor!,60181.0,"Work in nature with the LEGO® City Forest Tractor, featuring a moving arm with opening claw and massive wheels, plus a small log stand, 2 chains, 2 buildable logs, small pine tree, chainsaw and a shovel. This cool toy for kids includes a minifigure.
Includes a forest worker minifigure.
Features a Forest Tractor with massive wheels and arm with an opening claw, 2 chains, plus a small buildable log stand.
Pick up the logs with the tractor claw to move them around.
Cut the logs to the right length in the stand with the chainsaw.
Accessory elements include a chainsaw, shovel, small pine tree and 2 buildable logs.
This cool toy for kids is suitable for ages 5-12.
Forest Tractor measures over 3” (10cm) high, 7” (19cm) long and 3” (9cm) wide.
Log stand measures over 1” (4cm) wide and under 1” (2cm) high and 1” (2cm) deep.
Logs each measure over 1” (6cm) long and under 1” (2cm) high and 1” (1cm) deep.
Pine tree measures over 1” (4cm) high and under 1” (2cm) wide and 1” (2cm) deep.
As seen in the LEGO® City Vehicles TV commercial.",2,Forest Tractor,4.4,City,4.2,CA,5.0,12.0,8.5,0.11202413793103448
5-12,19.4922,1.0,126.0,5.0,Speed after the crook on an exciting river chase!,60176.0,"Pick up your badge and join the LEGO® City Mountain Police officers as they stop a Wild River Escape! This popular kids toy features a police speedboat with big outboard engine and bubble lights, a raft with big pontoons, a paddle and space for an opening box. Includes 2 minifigures and a skunk figure.
Includes 2 minifigures: a police officer and a crook, plus a skunk figure.
Features a police speedboat with big outboard engine and bubble lights, plus a raft with big pontoons, paddle and an opening box.
Pry the lid of the box open with the crowbar to put the diamonds inside.
Accessory elements include handcuffs, a crowbar and 3 diamond elements.
This popular kids toy is suitable for ages 5-12.
Police speedboat measures over 1” (4cm) high, 5” (15cm) long and 2” (6cm) wide.
Crook's raft measures over 3” (8cm) long, 2” (6cm) wide and under 1” (2cm) high.
As seen in the LEGO® City Police TV commercial.",2,Wild River Escape,5.0,City,4.0,CA,5.0,12.0,8.5,0.1547
5-12,15.5922,47.0,8.0,4.2,"Switch tracks – build a bigger, more exciting railway track.",7895.0,"Switch tracks to help make your track even longer. No electricity – works with IR train sets #7897 and 7898, and can be combined with track sets #4515, 4519 and 4520.
1 right switch track
1 left switch track
4 curved rails
The 2006 train system does not use electricity, but is IR remote-controlled",1,Switching Tracks,4.1,City,3.6,CA,5.0,12.0,8.5,1.949025
5-12,15.5922,85.0,2.0,4.1,Add roads to your LEGO® town!,7280.0,"Expand your LEGO® town with this set of straight and crossroad plates. Includes one straight plate and one cross plate.
Each plate measures 10"" (25cm) by 10"" (25cm) or 32 studs by 32 studs.",1,Straight & Crossroad Plates,3.5,City,2.3,CA,5.0,12.0,8.5,7.7961
5-12,15.5922,40.0,2.0,4.1,Roads for your LEGO® layout!,7281.0,"Add a T-junction and curved roads to your LEGO® town with this set of building plates. Includes one T-junction plate and one curved road plate.
Each plate measures 10"" (25cm) by 10"" (25cm) or 32 studs by 32 studs.",1,T-Junction & Curved Road Plates,3.9,City,2.8,CA,5.0,12.0,8.5,7.7961
5-12,10.1322,12.0,88.0,4.5,Cruise into the jungle and make a big discovery!,60157.0,"Discover what lurks on the banks of the river in the LEGO® City jungle with the Jungle Starter Set, featuring a boat with space for gear and 3 minifigures, a tree with hidden treasure, camera and a working magnifying glass. Includes 3 minifigures, plus snake, frog and crocodile figures.
Includes 3 minifigures: a jungle explorer, scientist and a boat pilot, plus crocodile, snake and frog figures.
Features a boat with space for 3 minifigures and exploration gear.
Also includes a tree with opening door and space for hidden treasure elements.
Study the colorful frog more closely with the working magnifying glass.
Open the door in the tree and discover the hidden treasure!
Accessory elements include 3 gold-colored coins, box, camera, magnifying glass and a machete.
Boat measures over 1” (3cm) high, 3” (8cm) long and 1” (4cm) wide.
Tree measures over 2” (7cm) high, 2” (6cm) wide and 2” (7cm) deep.
Crocodile figure measures over 4” (11cm) long.",2,Jungle Starter Set,4.9,City,4.6,CA,5.0,12.0,8.5,0.11513863636363636
5-12,10.1322,4.0,76.0,4.8,Rescue the surfer and be a coast guard hero!,60163.0,"Join the crew of the LEGO® City coast guard as they protect the beach with the Coast Guard Starter Set, featuring a beach tower with stairs and viewing platform, beach buggy with opening roll cage, room for 2 minifigures and space for the 2-minifigure surfboard on the roof, binoculars, 2 walkie-talkies and a small surfboard. Includes 3 minifigures and a shark figure.
Includes 3 minifigures: a lifeguard, surfer and an ATV driver, plus a shark figure.
Features a beach buggy with opening roll cage, detachable 2-minifigure surfboard on top and space for 2 minifigures.
Also includes a beach tower with stairs and viewing platform.
Call for help from the beach tower to rescue the surfer.
Open the shark’s mouth to try and take a bite of the surfboard.
Hop on the big surfboard and head out to rescue the stranded surfer before the shark gets any closer.
Accessory elements include a small surfboard, 2 walkie-talkies and a pair of binoculars.
Beach buggy measures over 2” (7cm) high, 3” (8cm) long and 1” (5cm) wide.
Beach tower measures over 3” (8cm) high, 1” (4cm) wide and 1” (5cm) deep.
Shark figure measures over 2” (7cm) long.",1,Coast Guard Starter Set,5.0,City,4.5,CA,5.0,12.0,8.5,0.13331842105263156
5-12,10.1322,2.0,87.0,4.5,Wow the crowds in the sleek Airshow Jet!,60177.0,"Get ready to put on an amazing show with the LEGO® City Airshow Jet, featuring an opening cockpit, cool decorations and landing gear. This fun building toy includes a minifigure.
Includes a pilot minifigure.
Features a colorful jet with cool decorations, landing gear and an opening cockpit.
Lift up the cockpit so the pilot can get in and take off!
This building toy is suitable for ages 5-12.
Airshow jet measures over 2” (7cm) high, 7” (18cm) long and 5” (14cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Airshow Jet,4.5,City,5.0,CA,5.0,12.0,8.5,0.11646206896551724
5-12,10.1322,2.0,82.0,4.5,Blow up the rock pile and discover gold!,60184.0,"Grab your hard hat and head out with the LEGO® City Mining Team to dig for gold! This fun building toy features a rock pile with space for golden nugget elements and breakaway elements, as well as a dumper with tipping bed and space for a minifigure, and a research station. Includes 4 minifigures and a glow-in-the-dark spider figure.
Includes 4 miner minifigures and a spider figure.
Features a dumper with tipping bed and space for a minifigure.
Also includes a research station with space for golden nugget elements and a rock pile with breakaway elements, space for a dynamite stick element and golden nugget elements.
Spider glows in the dark!
Set the dynamite element on the rock pile and push the handle down to break it apart.
Shovel the nuggets into the dumper to haul them back to camp.
Accessory elements include 2 golden nugget elements, 1 dynamite stick element, demolition plunger, mug, shovel and a pickaxe.
This building toy is suitable for ages 5-12.
Dumper measures over 1” (4cm) high, 2” (6cm) long and 1” (5cm) wide.
Rock pile measures over 1” (4cm) high, 2” (7cm) wide and 1” (5cm) deep.
Research station measures over 1” (5cm) high, 1” (3cm) wide and under 1” (2cm) deep.",1,Mining Team,5.0,City,4.0,CA,5.0,12.0,8.5,0.12356341463414633
